165,	99,	3,	2001,	0,	\N
166,	101,	3,	2001,	0,	\N
167,	102,	3,	2001,	0,	\N
168,	104,	3,	2001,	0,	\N
169,	105,	3,	2001,	0,	\N
170,	106,	3,	2001,	0,	\N
171,	108,	3,	2001,	0,	\N
172,	114,	3,	2001,	0,	\N
173,	115,	3,	2001,	0,	\N
174,	117,	3,	2001,	0,	\N
175,	120,	3,	2001,	0,	\N
176,	224,	3,	2001,	0,	\N
177,	139,	3,	2001,	0,	\N
178,	149,	3,	2001,	0,	\N
179,	151,	3,	2001,	0,	\N
180,	162,	3,	2001,	0,	\N
181,	173,	3,	2001,	0,	\N
182,	174,	3,	2001,	0,	\N
183,	227,	3,	2001,	0,	\N
184,	183,	3,	2001,	0,	\N
185,	194,	3,	2001,	0,	\N
186,	209,	3,	2001,	0,	\N
187,	63,	3,	2001,	0,	\N
188,	74,	3,	2001,	0,	\N
189,	75,	3,	2001,	0,	\N
190,	76,	3,	2001,	0,	\N
191,	77,	3,	2001,	0,	\N
192,	1,	3,	2001,	0,	\N
193,	2,	3,	2001,	0,	\N
194,	3,	3,	2001,	0,	\N
195,	4,	3,	2001,	0,	\N
196,	5,	3,	2001,	0,	\N
197,	6,	3,	2001,	0,	\N
198,	7,	3,	2001,	0,	\N
199,	8,	3,	2001,	0,	\N
200,	10,	3,	2001,	0,	\N
201,	11,	3,	2001,	0,	\N
202,	12,	3,	2001,	0,	\N
203,	14,	3,	2001,	0,	\N
204,	29,	3,	2001,	0,	\N
205,	31,	3,	2001,	0,	\N
206,	35,	3,	2001,	0,	\N
207,	37,	3,	2001,	0,	\N
208,	38,	3,	2001,	0,	\N
209,	55,	3,	2001,	0,	\N
210,	62,	3,	2001,	1,	\N
211,	62,	3,	2001,	2,	\N
212,	62,	3,	2001,	3,	\N
213,	62,	3,	2001,	4,	\N
214,	62,	3,	2001,	5,	\N
215,	88,	1,	2001,	0,	\N
216,	89,	1,	2001,	0,	\N
217,	91,	1,	2001,	0,	\N
218,	94,	1,	2001,	0,	\N
219,	222,	1,	2001,	0,	\N
220,	98,	1,	2001,	0,	\N
221,	229,	1,	2001,	0,	\N
222,	99,	1,	2001,	0,	\N
223,	100,	1,	2001,	0,	\N
224,	101,	1,	2001,	0,	\N
225,	104,	1,	2001,	0,	\N
226,	105,	1,	2001,	0,	\N
227,	107,	1,	2001,	0,	\N
228,	108,	1,	2001,	0,	\N
229,	110,	1,	2001,	0,	\N
230,	114,	1,	2001,	0,	\N
231,	115,	1,	2001,	0,	\N
232,	117,	1,	2001,	0,	\N
233,	119,	1,	2001,	0,	\N
234,	121,	1,	2001,	0,	\N
235,	125,	1,	2001,	0,	\N
236,	130,	1,	2001,	0,	\N
237,	231,	1,	2001,	0,	\N
238,	141,	1,	2001,	0,	\N
239,	143,	1,	2001,	0,	\N
240,	144,	1,	2001,	0,	\N
241,	145,	1,	2001,	0,	\N
242,	147,	1,	2001,	0,	\N
243,	155,	1,	2001,	0,	\N
244,	156,	1,	2001,	0,	\N
245,	157,	1,	2001,	0,	\N
246,	158,	1,	2001,	0,	\N
247,	159,	1,	2001,	0,	\N
248,	165,	1,	2001,	0,	\N
249,	169,	1,	2001,	0,	\N
250,	170,	1,	2001,	0,	\N
251,	171,	1,	2001,	0,	\N
252,	178,	1,	2001,	0,	\N
253,	181,	1,	2001,	0,	\N
254,	182,	1,	2001,	0,	\N
255,	192,	1,	2001,	0,	\N
256,	207,	1,	2001,	0,	\N
257,	209,	1,	2001,	33,	\N
258,	210,	1,	2001,	0,	\N
259,	213,	1,	2001,	0,	\N
260,	1,	1,	2001,	0,	\N
261,	2,	1,	2001,	0,	\N
262,	3,	1,	2001,	0,	\N
263,	4,	1,	2001,	0,	\N
264,	5,	1,	2001,	0,	\N
265,	6,	1,	2001,	0,	\N
266,	7,	1,	2001,	0,	\N
267,	8,	1,	2001,	0,	\N
268,	9,	1,	2001,	0,	\N
269,	228,	1,	2001,	0,	\N
270,	10,	1,	2001,	0,	\N
271,	11,	1,	2001,	0,	\N
272,	12,	1,	2001,	0,	\N
273,	14,	1,	2001,	0,	\N
274,	15,	1,	2001,	0,	\N
275,	21,	1,	2001,	0,	\N
276,	32,	1,	2001,	0,	\N
277,	34,	1,	2001,	0,	\N
278,	36,	1,	2001,	0,	\N
279,	37,	1,	2001,	0,	\N
280,	39,	1,	2001,	0,	\N
281,	44,	1,	2001,	0,	\N
282,	45,	1,	2001,	0,	\N
283,	46,	1,	2001,	0,	\N
284,	232,	1,	2001,	0,	\N
285,	52,	1,	2001,	0,	\N
286,	62,	1,	2001,	1,	\N
287,	62,	1,	2001,	11,	\N
288,	62,	1,	2001,	3,	\N
289,	62,	1,	2001,	5,	\N
290,	62,	1,	2001,	7,	\N
291,	62,	1,	2001,	8,	\N
292,	63,	1,	2001,	0,	\N
293,	221,	1,	2001,	0,	\N
294,	68,	1,	2001,	0,	\N
295,	74,	1,	2001,	0,	\N
296,	75,	1,	2001,	0,	\N
297,	76,	1,	2001,	0,	\N
298,	77,	1,	2001,	0,	\N
299,	1,	3,	2000,	0,	\N
300,	2,	3,	2000,	0,	\N
301,	3,	3,	2000,	0,	\N
302,	4,	3,	2000,	0,	\N
303,	5,	3,	2000,	0,	\N
304,	6,	3,	2000,	0,	\N
305,	7,	3,	2000,	0,	\N
306,	8,	3,	2000,	0,	\N
307,	9,	3,	2000,	0,	\N
308,	10,	3,	2000,	0,	\N
309,	11,	3,	2000,	0,	\N
310,	12,	3,	2000,	0,	\N
311,	21,	3,	2000,	0,	\N
312,	218,	3,	2000,	0,	\N
313,	29,	3,	2000,	0,	\N
314,	31,	3,	2000,	0,	\N
315,	50,	3,	2000,	0,	\N
316,	62,	3,	2000,	2,	\N
317,	62,	3,	2000,	3,	\N
318,	62,	3,	2000,	5,	\N
319,	62,	3,	2000,	6,	\N
320,	62,	3,	2000,	7,	\N
321,	62,	3,	2000,	9,	\N
322,	63,	3,	2000,	0,	\N
323,	65,	3,	2000,	0,	\N
324,	67,	3,	2000,	0,	\N
325,	74,	3,	2000,	0,	\N
326,	75,	3,	2000,	0,	\N
327,	76,	3,	2000,	0,	\N
328,	77,	3,	2000,	0,	\N
329,	88,	3,	2000,	0,	\N
330,	89,	3,	2000,	0,	\N
331,	91,	3,	2000,	0,	\N
332,	222,	3,	2000,	0,	\N
333,	99,	3,	2000,	0,	\N
334,	101,	3,	2000,	0,	\N
335,	102,	3,	2000,	0,	\N
336,	105,	3,	2000,	0,	\N
337,	106,	3,	2000,	0,	\N
338,	108,	3,	2000,	0,	\N
339,	114,	3,	2000,	0,	\N
340,	115,	3,	2000,	0,	\N
341,	116,	3,	2000,	0,	\N
342,	117,	3,	2000,	0,	\N
343,	120,	3,	2000,	0,	\N
344,	130,	3,	2000,	0,	\N
345,	224,	3,	2000,	0,	\N
346,	139,	3,	2000,	0,	\N
347,	146,	3,	2000,	0,	\N
348,	149,	3,	2000,	0,	\N
349,	151,	3,	2000,	0,	\N
350,	154,	3,	2000,	0,	\N
351,	160,	3,	2000,	0,	\N
352,	162,	3,	2000,	0,	\N
353,	172,	3,	2000,	0,	\N
354,	173,	3,	2000,	0,	\N
355,	174,	3,	2000,	0,	\N
356,	226,	3,	2000,	0,	\N
357,	227,	3,	2000,	0,	\N
358,	209,	3,	2000,	0,	\N
359,	210,	3,	2000,	0,	\N
360,	213,	3,	2000,	0,	\N
361,	88,	1,	2000,	0,	\N
362,	130,	1,	2000,	0,	\N
363,	210,	1,	2000,	0,	\N
364,	213,	1,	2000,	0,	\N
365,	89,	1,	2000,	0,	\N
366,	91,	1,	2000,	0,	\N
367,	222,	1,	2000,	0,	\N
368,	98,	1,	2000,	0,	\N
369,	229,	1,	2000,	0,	\N
370,	99,	1,	2000,	0,	\N
371,	100,	1,	2000,	0,	\N
372,	101,	1,	2000,	0,	\N
373,	102,	1,	2000,	0,	\N
374,	105,	1,	2000,	0,	\N
375,	107,	1,	2000,	0,	\N
376,	108,	1,	2000,	0,	\N
377,	109,	1,	2000,	0,	\N
378,	110,	1,	2000,	0,	\N
379,	114,	1,	2000,	0,	\N
380,	115,	1,	2000,	0,	\N
381,	117,	1,	2000,	0,	\N
382,	119,	1,	2000,	0,	\N
383,	121,	1,	2000,	0,	\N
384,	125,	1,	2000,	0,	\N
385,	137,	1,	2000,	0,	\N
386,	141,	1,	2000,	0,	\N
387,	143,	1,	2000,	0,	\N
388,	144,	1,	2000,	0,	\N
389,	157,	1,	2000,	0,	\N
390,	158,	1,	2000,	0,	\N
391,	159,	1,	2000,	0,	\N
392,	165,	1,	2000,	0,	\N
393,	169,	1,	2000,	0,	\N
394,	170,	1,	2000,	0,	\N
395,	178,	1,	2000,	0,	\N
396,	196,	1,	2000,	0,	\N
397,	207,	1,	2000,	0,	\N
398,	63,	1,	2000,	0,	\N
399,	233,	1,	2000,	0,	\N
400,	74,	1,	2000,	0,	\N
401,	75,	1,	2000,	0,	\N
402,	76,	1,	2000,	0,	\N
403,	77,	1,	2000,	0,	\N
404,	1,	1,	2000,	0,	\N
405,	2,	1,	2000,	0,	\N
406,	4,	1,	2000,	0,	\N
407,	5,	1,	2000,	0,	\N
408,	6,	1,	2000,	0,	\N
409,	7,	1,	2000,	0,	\N
410,	8,	1,	2000,	0,	\N
411,	9,	1,	2000,	0,	\N
412,	228,	1,	2000,	0,	\N
413,	10,	1,	2000,	0,	\N
414,	11,	1,	2000,	0,	\N
415,	12,	1,	2000,	0,	\N
416,	14,	1,	2000,	0,	\N
417,	21,	1,	2000,	0,	\N
418,	33,	1,	2000,	0,	\N
419,	35,	1,	2000,	0,	\N
420,	36,	1,	2000,	0,	\N
421,	37,	1,	2000,	0,	\N
422,	40,	1,	2000,	0,	\N
423,	46,	1,	2000,	0,	\N
424,	51,	1,	2000,	0,	\N
425,	53,	1,	2000,	0,	\N
426,	54,	1,	2000,	0,	\N
427,	130,	3,	1999,	0,	\N
428,	210,	3,	1999,	0,	\N
429,	213,	3,	1999,	0,	\N
430,	89,	3,	1999,	0,	\N
431,	91,	3,	1999,	0,	\N
432,	222,	3,	1999,	0,	\N
433,	99,	3,	1999,	0,	\N
434,	101,	3,	1999,	0,	\N
435,	104,	3,	1999,	0,	\N
436,	105,	3,	1999,	0,	\N
437,	106,	3,	1999,	0,	\N
438,	108,	3,	1999,	0,	\N
439,	114,	3,	1999,	0,	\N
440,	115,	3,	1999,	0,	\N
441,	116,	3,	1999,	0,	\N
442,	117,	3,	1999,	0,	\N
443,	120,	3,	1999,	0,	\N
444,	224,	3,	1999,	0,	\N
445,	234,	3,	1999,	0,	\N
446,	139,	3,	1999,	0,	\N
447,	148,	3,	1999,	0,	\N
448,	171,	3,	1999,	0,	\N
449,	172,	3,	1999,	0,	\N
450,	173,	3,	1999,	0,	\N
451,	227,	3,	1999,	0,	\N
452,	184,	3,	1999,	0,	\N
453,	191,	3,	1999,	0,	\N
454,	197,	3,	1999,	0,	\N
455,	63,	3,	1999,	0,	\N
456,	74,	3,	1999,	0,	\N
457,	75,	3,	1999,	0,	\N
458,	76,	3,	1999,	0,	\N
459,	1,	3,	1999,	0,	\N
460,	2,	3,	1999,	0,	\N
461,	3,	3,	1999,	0,	\N
462,	4,	3,	1999,	0,	\N
463,	5,	3,	1999,	0,	\N
464,	6,	3,	1999,	0,	\N
465,	7,	3,	1999,	0,	\N
466,	8,	3,	1999,	0,	\N
467,	9,	3,	1999,	0,	\N
468,	10,	3,	1999,	0,	\N
469,	11,	3,	1999,	0,	\N
470,	12,	3,	1999,	0,	\N
471,	20,	3,	1999,	0,	\N
472,	21,	3,	1999,	0,	\N
473,	27,	3,	1999,	0,	\N
474,	28,	3,	1999,	0,	\N
475,	32,	3,	1999,	0,	\N
476,	50,	3,	1999,	0,	\N
477,	62,	3,	1999,	1,	\N
478,	62,	3,	1999,	2,	\N
479,	62,	3,	1999,	3,	\N
480,	62,	3,	1999,	4,	\N
481,	62,	3,	1999,	5,	\N
482,	62,	3,	1999,	6,	\N
483,	62,	3,	1999,	7,	\N
484,	62,	3,	1999,	8,	\N
485,	88,	1,	1999,	0,	\N
486,	130,	1,	1999,	0,	\N
487,	210,	1,	1999,	0,	\N
488,	213,	1,	1999,	0,	\N
489,	214,	1,	1999,	0,	\N
490,	89,	1,	1999,	0,	\N
491,	91,	1,	1999,	0,	\N
492,	222,	1,	1999,	0,	\N
493,	229,	1,	1999,	0,	\N
494,	99,	1,	1999,	0,	\N
495,	100,	1,	1999,	0,	\N
496,	101,	1,	1999,	0,	\N
497,	102,	1,	1999,	0,	\N
498,	105,	1,	1999,	0,	\N
499,	107,	1,	1999,	0,	\N
500,	108,	1,	1999,	0,	\N
501,	114,	1,	1999,	0,	\N
502,	115,	1,	1999,	0,	\N
503,	117,	1,	1999,	0,	\N
504,	121,	1,	1999,	0,	\N
505,	122,	1,	1999,	0,	\N
507,	125,	1,	1999,	0,	\N
508,	237,	1,	1999,	0,	\N
509,	230,	1,	1999,	0,	\N
510,	137,	1,	1999,	0,	\N
511,	138,	1,	1999,	0,	\N
512,	141,	1,	1999,	0,	\N
513,	142,	1,	1999,	0,	\N
514,	238,	1,	1999,	0,	\N
515,	156,	1,	1999,	0,	\N
516,	158,	1,	1999,	0,	\N
517,	165,	1,	1999,	0,	\N
518,	169,	1,	1999,	0,	\N
519,	170,	1,	1999,	0,	\N
520,	171,	1,	1999,	0,	\N
521,	172,	1,	1999,	0,	\N
522,	226,	1,	1999,	0,	\N
523,	177,	1,	1999,	0,	\N
524,	181,	1,	1999,	0,	\N
525,	185,	1,	1999,	0,	\N
526,	207,	1,	1999,	0,	\N
527,	63,	1,	1999,	0,	\N
528,	239,	1,	1999,	0,	\N
529,	74,	1,	1999,	0,	\N
530,	75,	1,	1999,	0,	\N
531,	76,	1,	1999,	0,	\N
532,	1,	1,	1999,	0,	\N
533,	2,	1,	1999,	0,	\N
534,	3,	1,	1999,	0,	\N
535,	4,	1,	1999,	0,	\N
536,	5,	1,	1999,	0,	\N
537,	6,	1,	1999,	0,	\N
538,	7,	1,	1999,	0,	\N
539,	8,	1,	1999,	0,	\N
540,	9,	1,	1999,	0,	\N
541,	228,	1,	1999,	0,	\N
542,	10,	1,	1999,	0,	\N
543,	11,	1,	1999,	0,	\N
544,	12,	1,	1999,	0,	\N
545,	14,	1,	1999,	0,	\N
546,	25,	1,	1999,	0,	\N
547,	31,	1,	1999,	0,	\N
548,	34,	1,	1999,	0,	\N
549,	35,	1,	1999,	0,	\N
550,	37,	1,	1999,	0,	\N
551,	46,	1,	1999,	0,	\N
552,	49,	1,	1999,	0,	\N
553,	52,	1,	1999,	0,	\N
554,	53,	1,	1999,	0,	\N
555,	55,	1,	1999,	0,	\N
556,	62,	1,	1999,	0,	\N
557,	63,	3,	1998,	0,	\N
558,	74,	3,	1998,	0,	\N
559,	75,	3,	1998,	1,	\N
560,	75,	3,	1998,	2,	\N
561,	76,	3,	1998,	0,	\N
562,	1,	3,	1998,	0,	\N
563,	2,	3,	1998,	0,	\N
564,	3,	3,	1998,	0,	\N
565,	4,	3,	1998,	0,	\N
566,	5,	3,	1998,	0,	\N
567,	6,	3,	1998,	0,	\N
568,	7,	3,	1998,	0,	\N
569,	9,	3,	1998,	0,	\N
570,	10,	3,	1998,	0,	\N
571,	11,	3,	1998,	0,	\N
572,	12,	3,	1998,	0,	\N
573,	21,	3,	1998,	0,	\N
574,	218,	3,	1998,	0,	\N
575,	28,	3,	1998,	0,	\N
576,	32,	3,	1998,	0,	\N
577,	42,	3,	1998,	0,	\N
578,	50,	3,	1998,	0,	\N
579,	54,	3,	1998,	0,	\N
580,	62,	3,	1998,	0,	\N
581,	88,	3,	1998,	0,	\N
582,	240,	3,	1998,	0,	\N
583,	130,	3,	1998,	1,	\N
584,	130,	3,	1998,	2,	\N
585,	210,	3,	1998,	0,	\N
586,	213,	3,	1998,	0,	\N
587,	214,	3,	1998,	0,	\N
588,	89,	3,	1998,	0,	\N
589,	90,	3,	1998,	0,	\N
590,	91,	3,	1998,	0,	\N
591,	96,	3,	1998,	0,	\N
592,	99,	3,	1998,	0,	\N
593,	241,	3,	1998,	0,	\N
594,	101,	3,	1998,	0,	\N
595,	104,	3,	1998,	0,	\N
596,	105,	3,	1998,	0,	\N
597,	106,	3,	1998,	0,	\N
598,	108,	3,	1998,	0,	\N
599,	109,	3,	1998,	0,	\N
600,	114,	3,	1998,	0,	\N
601,	115,	3,	1998,	0,	\N
602,	116,	3,	1998,	0,	\N
603,	117,	3,	1998,	0,	\N
604,	120,	3,	1998,	0,	\N
605,	131,	3,	1998,	0,	\N
606,	242,	3,	1998,	1,	\N
607,	242,	3,	1998,	2,	\N
608,	139,	3,	1998,	0,	\N
609,	145,	3,	1998,	0,	\N
610,	149,	3,	1998,	0,	\N
611,	151,	3,	1998,	0,	\N
612,	154,	3,	1998,	0,	\N
613,	157,	3,	1998,	0,	\N
614,	160,	3,	1998,	0,	\N
615,	173,	3,	1998,	1,	\N
616,	173,	3,	1998,	2,	\N
617,	227,	3,	1998,	0,	\N
618,	178,	3,	1998,	0,	\N
619,	181,	3,	1998,	0,	\N
620,	183,	3,	1998,	0,	\N
621,	184,	3,	1998,	0,	\N
622,	191,	3,	1998,	1,	\N
623,	191,	3,	1998,	2,	\N
624,	63,	2,	1998,	0,	\N
625,	74,	2,	1998,	0,	\N
626,	75,	2,	1998,	0,	\N
627,	76,	2,	1998,	0,	\N
628,	63,	1,	1998,	0,	\N
629,	239,	1,	1998,	0,	\N
630,	243,	1,	1998,	0,	\N
631,	74,	1,	1998,	0,	\N
632,	75,	1,	1998,	0,	\N
633,	76,	1,	1998,	0,	\N
634,	1,	1,	1998,	0,	\N
635,	2,	1,	1998,	0,	\N
636,	4,	1,	1998,	1,	\N
637,	4,	1,	1998,	2,	\N
638,	5,	1,	1998,	1,	\N
639,	5,	1,	1998,	2,	\N
640,	6,	1,	1998,	0,	\N
641,	7,	1,	1998,	0,	\N
642,	8,	1,	1998,	0,	\N
643,	9,	1,	1998,	0,	\N
644,	228,	1,	1998,	0,	\N
645,	10,	1,	1998,	0,	\N
646,	11,	1,	1998,	0,	\N
647,	12,	1,	1998,	0,	\N
648,	21,	1,	1998,	0,	\N
649,	27,	1,	1998,	0,	\N
650,	31,	1,	1998,	0,	\N
651,	33,	1,	1998,	0,	\N
652,	35,	1,	1998,	0,	\N
653,	36,	1,	1998,	0,	\N
654,	37,	1,	1998,	0,	\N
655,	38,	1,	1998,	0,	\N
656,	40,	1,	1998,	0,	\N
657,	47,	1,	1998,	0,	\N
658,	52,	1,	1998,	0,	\N
659,	62,	1,	1998,	1,	\N
660,	62,	1,	1998,	2,	\N
661,	62,	1,	1998,	3,	\N
662,	88,	1,	1998,	1,	\N
663,	88,	1,	1998,	2,	\N
664,	210,	1,	1998,	0,	\N
665,	213,	1,	1998,	0,	\N
666,	214,	1,	1998,	0,	\N
667,	89,	1,	1998,	0,	\N
668,	91,	1,	1998,	0,	\N
669,	96,	1,	1998,	0,	\N
670,	99,	1,	1998,	0,	\N
671,	241,	1,	1998,	0,	\N
672,	100,	1,	1998,	0,	\N
673,	101,	1,	1998,	0,	\N
674,	102,	1,	1998,	0,	\N
675,	105,	1,	1998,	0,	\N
676,	107,	1,	1998,	0,	\N
677,	108,	1,	1998,	0,	\N
678,	114,	1,	1998,	0,	\N
679,	115,	1,	1998,	0,	\N
680,	117,	1,	1998,	0,	\N
681,	119,	1,	1998,	0,	\N
682,	121,	1,	1998,	0,	\N
683,	122,	1,	1998,	0,	\N
684,	125,	1,	1998,	0,	\N
685,	230,	1,	1998,	0,	\N
686,	231,	1,	1998,	0,	\N
687,	234,	1,	1998,	0,	\N
688,	141,	1,	1998,	0,	\N
689,	143,	1,	1998,	0,	\N
690,	144,	1,	1998,	0,	\N
691,	158,	1,	1998,	0,	\N
692,	159,	1,	1998,	0,	\N
693,	165,	1,	1998,	0,	\N
694,	170,	1,	1998,	0,	\N
695,	171,	1,	1998,	0,	\N
696,	172,	1,	1998,	0,	\N
697,	226,	1,	1998,	0,	\N
698,	178,	1,	1998,	0,	\N
699,	197,	1,	1998,	0,	\N
700,	209,	1,	1998,	0,	\N
701,	63,	3,	1997,	0,	\N
702,	65,	3,	1997,	0,	\N
703,	74,	3,	1997,	0,	\N
704,	75,	3,	1997,	0,	\N
705,	76,	3,	1997,	0,	\N
706,	244,	3,	1997,	0,	\N
707,	1,	3,	1997,	0,	\N
708,	2,	3,	1997,	0,	\N
709,	3,	3,	1997,	0,	\N
710,	4,	3,	1997,	0,	\N
711,	5,	3,	1997,	0,	\N
712,	7,	3,	1997,	0,	\N
713,	8,	3,	1997,	0,	\N
714,	9,	3,	1997,	0,	\N
715,	10,	3,	1997,	0,	\N
716,	11,	3,	1997,	0,	\N
717,	12,	3,	1997,	0,	\N
718,	16,	3,	1997,	1,	\N
719,	16,	3,	1997,	4,	\N
720,	23,	3,	1997,	0,	\N
721,	28,	3,	1997,	0,	\N
722,	44,	3,	1997,	0,	\N
723,	46,	3,	1997,	0,	\N
724,	48,	3,	1997,	0,	\N
725,	51,	3,	1997,	0,	\N
726,	62,	3,	1997,	1,	\N
727,	62,	3,	1997,	2,	\N
728,	62,	3,	1997,	3,	\N
729,	62,	3,	1997,	4,	\N
730,	62,	3,	1997,	5,	\N
731,	62,	3,	1997,	6,	\N
732,	62,	3,	1997,	7,	\N
733,	88,	3,	1997,	1,	\N
734,	88,	3,	1997,	2,	\N
735,	88,	3,	1997,	3,	\N
736,	210,	3,	1997,	0,	\N
737,	213,	3,	1997,	0,	\N
