48,	2
119,	2
150,	2
169,	2
223,	2
348,	2
396,	2
447,	2
495,	2
515,	2
610,	2
814,	2
972,	2
992,	2
1033,	2
1138,	2
1212,	2
1532,	2
2244,	2
2338,	2
2396,	2
2467,	2
2519,	2
2643,	2
2816,	2
2822,	2
2902,	2
2996,	2
3018,	2
3077,	2
3096,	2
3235,	2
930,	3
1081,	3
1082,	3
1316,	3
1317,	3
1429,	3
1430,	3
1482,	3
1493,	3
1595,	3
1596,	3
1230,	4
1881,	4
1889,	4
1928,	4
2044,	4
2049,	4
2098,	4
2,	5
34,	5
84,	5
107,	5
200,	5
270,	5
290,	5
323,	5
413,	5
476,	5
702,	5
715,	5
857,	5
860,	5
875,	5
936,	5
1042,	5
1069,	5
1074,	5
1102,	5
1170,	5
1269,	5
1304,	5
1324,	5
1325,	5
1438,	5
1454,	5
1478,	5
1717,	5
1782,	5
1850,	5
1851,	5
1994,	5
2018,	5
2019,	5
2168,	5
2206,	5
2295,	5
2381,	5
2448,	5
2457,	5
2558,	5
2562,	5
2730,	5
2733,	5
2770,	5
2789,	5
2870,	5
2871,	5
2952,	5
3046,	5
3060,	5
3061,	5
3125,	5
3126,	5
3148,	5
3178,	5
3196,	5
3197,	5
3199,	5
3318,	5
3320,	5
1936,	8
28,	9
254,	10
1006,	10
1801,	10
1910,	10
1929,	10
1965,	10
2048,	10
2256,	10
2529,	10
2832,	10
726,	11
728,	11
1702,	12
298,	13
539,	13
577,	13
935,	13
1068,	13
1089,	13
1282,	13
1283,	13
1434,	13
1435,	13
1486,	13
1602,	13
1603,	13
1648,	13
1862,	13
1979,	13
2031,	13
38,	14
61,	14
117,	14
159,	14
184,	14
369,	14
493,	14
620,	14
677,	14
815,	14
901,	14
1000,	14
1035,	14
1122,	14
1214,	14
1238,	14
1363,	14
1408,	14
2218,	14
2253,	14
2341,	14
2394,	14
2489,	14
2611,	14
2671,	14
2743,	14
2831,	14
2909,	14
2986,	14
3027,	14
3072,	14
3240,	14
3249,	14
385,	16
510,	16
686,	16
807,	16
986,	16
1147,	16
1262,	16
1371,	16
1582,	16
1677,	16
1762,	16
1763,	16
1915,	16
1917,	16
1950,	16
2087,	16
2122,	16
2425,	16
2528,	16
2656,	16
2812,	16
2834,	16
2980,	16
2993,	16
21,	17
289,	17
304,	17
313,	17
464,	17
474,	17
537,	17
575,	17
640,	17
721,	17
731,	17
838,	17
881,	17
932,	17
1064,	17
1085,	17
1187,	17
2300,	17
2369,	17
2445,	17
2541,	17
2687,	17
2934,	17
2947,	17
3049,	17
3120,	17
3182,	17
3309,	17
382,	20
504,	20
681,	20
803,	20
983,	20
1040,	20
1354,	20
1531,	20
1561,	20
1745,	20
1964,	20
2068,	20
2132,	20
1066,	21
1293,	21
2030,	21
88,	22
194,	22
268,	22
411,	22
480,	22
540,	22
570,	22
643,	22
862,	22
952,	22
1058,	22
1092,	22
1182,	22
1271,	22
1332,	22
1456,	22
1614,	22
1632,	22
1633,	22
1699,	22
1700,	22
1849,	22
1920,	22
1935,	22
2151,	22
2176,	22
2313,	22
2357,	22
2434,	22
2556,	22
2591,	22
2677,	22
2722,	22
2927,	22
3034,	22
3128,	22
3164,	22
225,	23
141,	24
54,	26
145,	26
174,	26
232,	26
342,	26
381,	26
449,	26
503,	26
521,	26
619,	26
696,	26
755,	26
820,	26
905,	26
981,	26
997,	26
1026,	26
1145,	26
1242,	26
1264,	26
1388,	26
1495,	26
1510,	26
1537,	26
1580,	26
1666,	26
1760,	26
1808,	26
1816,	26
1897,	26
1937,	26
2058,	26
2067,	26
2133,	26
2227,	26
2333,	26
2400,	26
2477,	26
2508,	26
2525,	26
2622,	26
2651,	26
3104,	26
3246,	26
3276,	26
4,	27
189,	27
326,	27
457,	27
536,	27
632,	27
711,	27
831,	27
882,	27
931,	27
1043,	27
1076,	27
1176,	27
1281,	27
1330,	27
1433,	27
1472,	27
1473,	27
1599,	27
1624,	27
1844,	27
1845,	27
1970,	27
2006,	27
2150,	27
2316,	27
2462,	27
2540,	27
2705,	27
2713,	27
2874,	27
2923,	27
3065,	27
3119,	27
3204,	27
3291,	27
122,	28
136,	28
227,	28
375,	28
499,	28
511,	28
589,	28
676,	28
782,	28
795,	28
975,	28
1114,	28
1130,	28
1192,	28
1341,	28
1500,	28
1501,	28
1543,	28
1800,	28
1878,	28
1963,	28
2072,	28
2096,	28
2224,	28
2236,	28
2390,	28
2399,	28
2464,	28
2647,	28
2748,	28
2805,	28
2889,	28
2971,	28
2998,	28
3007,	28
3079,	28
3108,	28
3220,	28
3254,	28
214,	30
87,	31
458,	31
546,	31
705,	31
847,	31
866,	31
929,	31
1094,	31
1291,	31
1314,	31
1315,	31
1443,	31
1612,	31
1626,	31
1627,	31
1707,	31
1773,	31
1774,	31
1870,	31
1988,	31
2188,	31
2307,	31
2432,	31
2549,	31
2850,	31
2931,	31
3066,	31
3129,	31
3195,	31
3205,	31
266,	32
465,	32
549,	32
641,	32
945,	32
1096,	32
1296,	32
1446,	32
1712,	32
2571,	32
2688,	32
2766,	32
3130,	32
3293,	32
3303,	32
1398,	35
1750,	35
1901,	35
1926,	35
2074,	35
104,	36
2308,	36
215,	37
329,	37
361,	37
485,	37
581,	37
663,	37
733,	37
771,	37
889,	37
960,	37
1009,	37
1110,	37
1188,	37
1373,	37
1494,	37
557,	38
11,	39
94,	39
196,	39
274,	39
321,	39
400,	39
475,	39
552,	39
561,	39
631,	39
724,	39
830,	39
927,	39
1054,	39
1083,	39
1084,	39
1180,	39
1303,	39
1310,	39
1488,	39
1597,	39
1598,	39
1645,	39
1857,	39
2166,	39
2375,	39
2459,	39
2578,	39
2693,	39
2731,	39
83,	41
269,	41
412,	41
541,	41
644,	41
729,	41
869,	41
959,	41
1108,	41
1186,	41
1649,	41
2183,	41
2364,	41
2568,	41
2769,	41
2928,	41
1295,	42
1297,	42
1445,	42
1447,	42
1613,	42
1710,	42
1792,	42
1975,	42
1976,	42
2005,	42
2036,	42
2127,	43
962,	44
964,	44
1028,	44
626,	45
31,	46
93,	46
212,	46
283,	46
308,	46
423,	46
468,	46
631,	46
723,	46
842,	46
876,	46
886,	46
936,	46
954,	46
1059,	46
1090,	46
